Row ID,Order ID,Order Date,Ship Date,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity
3971,CA-2016-135090,22-11-2016,26-11-2016,SP-20920,United States,Los Angeles,California,90036,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,53.82,10
3972,CA-2017-132374,22-02-2017,24-02-2017,PS-19045,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36,4
3973,CA-2018-167556,29-03-2018,02-04-2018,JM-15250,United States,New York City,New York,10009,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",13.48,2
3974,CA-2018-167556,29-03-2018,02-04-2018,JM-15250,United States,New York City,New York,10009,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5
3975,CA-2018-167556,29-03-2018,02-04-2018,JM-15250,United States,New York City,New York,10009,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414,8
3976,CA-2018-167556,29-03-2018,02-04-2018,JM-15250,United States,New York City,New York,10009,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,41.328,7
3977,US-2018-116400,22-10-2018,24-10-2018,EB-13930,United States,Richmond,Virginia,23223,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4
3978,CA-2019-101308,02-10-2019,07-10-2019,FG-14260,United States,Seattle,Washington,98105,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,8.94,3
3979,CA-2019-101308,02-10-2019,07-10-2019,FG-14260,United States,Seattle,Washington,98105,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2
3980,CA-2016-114517,23-12-2016,27-12-2016,TH-21235,United States,New York City,New York,10024,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.316,1
3981,CA-2016-114517,23-12-2016,27-12-2016,TH-21235,United States,New York City,New York,10024,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,4
3982,CA-2019-119564,15-12-2019,20-12-2019,PL-18925,United States,Seattle,Washington,98115,West,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77,3
3983,CA-2018-135265,07-07-2018,09-07-2018,CC-12370,United States,Los Angeles,California,90045,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",287.968,4
3984,CA-2018-135265,07-07-2018,09-07-2018,CC-12370,United States,Los Angeles,California,90045,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,7
3985,CA-2018-135265,07-07-2018,09-07-2018,CC-12370,United States,Los Angeles,California,90045,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,2
3986,CA-2018-108735,17-04-2018,21-04-2018,JM-15535,United States,Lakewood,California,90712,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499,4
3987,CA-2019-112333,08-04-2019,14-04-2019,KF-16285,United States,Plainfield,New Jersey,7060,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,3
3988,CA-2019-112333,08-04-2019,14-04-2019,KF-16285,United States,Plainfield,New Jersey,7060,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,6
3989,US-2018-159415,17-04-2018,22-04-2018,CS-12175,United States,Columbia,Tennessee,38401,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,6
3990,CA-2016-122588,25-11-2016,27-11-2016,AR-10540,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2
3991,CA-2016-137589,03-11-2016,08-11-2016,MS-17770,United States,Lancaster,Pennsylvania,17602,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.344,3
3992,CA-2017-161998,01-05-2017,05-05-2017,DB-13120,United States,Tampa,Florida,33614,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,3
3993,CA-2017-161998,01-05-2017,05-05-2017,DB-13120,United States,Tampa,Florida,33614,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376,3
3994,CA-2017-161998,01-05-2017,05-05-2017,DB-13120,United States,Tampa,Florida,33614,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704,5
3995,CA-2017-105627,08-03-2017,12-03-2017,DK-12895,United States,Kenosha,Wisconsin,53142,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,3
3996,CA-2017-105627,08-03-2017,12-03-2017,DK-12895,United States,Kenosha,Wisconsin,53142,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,7
3997,CA-2017-105627,08-03-2017,12-03-2017,DK-12895,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,6
3998,CA-2017-105627,08-03-2017,12-03-2017,DK-12895,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,2
3999,CA-2017-105627,08-03-2017,12-03-2017,DK-12895,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,7
4000,US-2017-149629,17-07-2017,20-07-2017,MP-17965,United States,Port Saint Lucie,Florida,34952,South,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,7
4001,CA-2016-116834,11-10-2016,16-10-2016,Dp-13240,United States,Seattle,Washington,98115,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,12
4002,CA-2016-116834,11-10-2016,16-10-2016,Dp-13240,United States,Seattle,Washington,98115,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345,6
4003,CA-2018-145730,03-03-2018,08-03-2018,CC-12220,United States,San Antonio,Texas,78207,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,4
4004,CA-2018-145730,03-03-2018,08-03-2018,CC-12220,United States,San Antonio,Texas,78207,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,4
4005,CA-2018-145730,03-03-2018,08-03-2018,CC-12220,United States,San Antonio,Texas,78207,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3
4006,US-2017-168732,10-12-2017,16-12-2017,KM-16660,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,1.78,2
4007,US-2017-168732,10-12-2017,16-12-2017,KM-16660,United States,Roswell,Georgia,30076,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,25.92,4
4008,US-2017-168732,10-12-2017,16-12-2017,KM-16660,United States,Roswell,Georgia,30076,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,7
4009,CA-2017-107468,18-12-2017,22-12-2017,MK-17905,United States,Louisville,Colorado,80027,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,1
4010,CA-2019-144463,01-01-2019,05-01-2019,SC-20725,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,11
4011,CA-2019-100811,21-11-2019,24-11-2019,CC-12475,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2
4012,CA-2019-100811,21-11-2019,24-11-2019,CC-12475,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296,4
4013,CA-2017-153612,22-12-2017,27-12-2017,BT-11305,United States,Superior,Wisconsin,54880,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4
4014,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,4
4015,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3
4016,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5
4017,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,7
4018,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2
4019,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9
4020,CA-2017-165624,23-08-2017,28-08-2017,FH-14350,United States,Atlanta,Georgia,30318,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,4
4021,CA-2016-154963,22-06-2016,27-06-2016,AA-10645,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,4
4022,CA-2016-154963,22-06-2016,27-06-2016,AA-10645,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3
4023,CA-2016-154963,22-06-2016,27-06-2016,AA-10645,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,7
4024,CA-2019-130764,27-10-2019,28-10-2019,JO-15145,United States,San Francisco,California,94110,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665,6
4025,CA-2019-130764,27-10-2019,28-10-2019,JO-15145,United States,San Francisco,California,94110,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,3
4026,CA-2019-139311,11-08-2019,13-08-2019,SF-20965,United States,Bedford,Texas,76021,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664,3
4027,CA-2019-139311,11-08-2019,13-08-2019,SF-20965,United States,Bedford,Texas,76021,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184,7
4028,CA-2019-139311,11-08-2019,13-08-2019,SF-20965,United States,Bedford,Texas,76021,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584,2
4029,CA-2019-139311,11-08-2019,13-08-2019,SF-20965,United States,Bedford,Texas,76021,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,9
4030,CA-2019-124296,24-12-2019,28-12-2019,CS-12355,United States,Lafayette,Louisiana,70506,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,4
4031,CA-2019-124296,24-12-2019,28-12-2019,CS-12355,United States,Lafayette,Louisiana,70506,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,4
4032,CA-2018-169957,26-09-2018,30-09-2018,SN-20710,United States,Covington,Washington,98042,West,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88,7
4033,CA-2018-169957,26-09-2018,30-09-2018,SN-20710,United States,Covington,Washington,98042,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9,7
4034,CA-2018-169957,26-09-2018,30-09-2018,SN-20710,United States,Covington,Washington,98042,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4
4035,US-2018-108777,12-12-2018,12-12-2018,JM-15655,United States,Lorain,Ohio,44052,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3
4036,US-2018-108777,12-12-2018,12-12-2018,JM-15655,United States,Lorain,Ohio,44052,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952,7
4037,CA-2017-148859,28-12-2017,01-01-2018,FH-14350,United States,Chicago,Illinois,60623,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,1
4038,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,7
4039,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,21.12,3
4040,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,5
4041,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,4
4042,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,3
4043,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,274.77,9
4044,CA-2016-110786,29-12-2016,02-01-2017,AJ-10795,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,7
4045,CA-2017-137750,25-06-2017,30-06-2017,JF-15565,United States,San Francisco,California,94110,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85,7
4046,CA-2017-136378,02-04-2017,07-04-2017,CS-11845,United States,Houston,Texas,77070,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,3
4047,CA-2019-100356,21-10-2019,25-10-2019,SP-20920,United States,Chicago,Illinois,60653,Central,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.992,2
4048,US-2017-166520,16-07-2017,19-07-2017,KE-16420,United States,New York City,New York,10035,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,4
4049,US-2017-166520,16-07-2017,19-07-2017,KE-16420,United States,New York City,New York,10035,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,8
4050,CA-2019-136350,24-06-2019,26-06-2019,GA-14515,United States,New York City,New York,10011,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,4
4051,CA-2019-136350,24-06-2019,26-06-2019,GA-14515,United States,New York City,New York,10011,East,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.764,2
4052,CA-2016-122931,29-09-2016,03-10-2016,SM-20950,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,4.224,4
4053,CA-2016-122931,29-09-2016,03-10-2016,SM-20950,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,2
4054,CA-2016-122931,29-09-2016,03-10-2016,SM-20950,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,13
4055,CA-2016-122931,29-09-2016,03-10-2016,SM-20950,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928,3
4056,CA-2016-122931,29-09-2016,03-10-2016,SM-20950,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,5
4057,CA-2016-122931,29-09-2016,03-10-2016,SM-20950,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,67.176,2
4058,CA-2016-163034,24-11-2016,28-11-2016,DK-12985,United States,Chicago,Illinois,60610,Central,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2,5
4059,CA-2017-124058,20-11-2017,24-11-2017,LC-16885,United States,Oakland,California,94601,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,5
4060,CA-2017-124058,20-11-2017,24-11-2017,LC-16885,United States,Oakland,California,94601,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3
4061,CA-2018-129196,01-11-2018,07-11-2018,XP-21865,United States,Chicago,Illinois,60610,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3
4062,US-2017-138716,17-09-2017,20-09-2017,CS-11845,United States,Seattle,Washington,98105,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,4
4063,US-2018-122182,10-03-2018,14-03-2018,BD-11770,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,1
4064,US-2016-130358,23-06-2016,26-06-2016,DL-13330,United States,Concord,North Carolina,28027,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20.016,9
4065,US-2016-130358,23-06-2016,26-06-2016,DL-13330,United States,Concord,North Carolina,28027,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104,1
4066,CA-2016-102673,01-11-2016,05-11-2016,KH-16630,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7.52,5
4067,CA-2016-102673,01-11-2016,05-11-2016,KH-16630,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272,4
4068,CA-2016-102673,01-11-2016,05-11-2016,KH-16630,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,47.808,12
4069,CA-2016-102673,01-11-2016,05-11-2016,KH-16630,United States,Charlotte,North Carolina,28205,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,8
4070,CA-2018-145303,28-08-2018,31-08-2018,TP-21415,United States,Dallas,Texas,75081,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,8
4071,CA-2018-145303,28-08-2018,31-08-2018,TP-21415,United States,Dallas,Texas,75081,Central,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,3
4072,CA-2018-145303,28-08-2018,31-08-2018,TP-21415,United States,Dallas,Texas,75081,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,2
4073,CA-2017-156104,06-12-2017,08-12-2017,NP-18685,United States,Indianapolis,Indiana,46203,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,1
4074,US-2017-164308,24-09-2017,27-09-2017,SC-20680,United States,Broken Arrow,Oklahoma,74012,Central,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,821.94,5
4075,CA-2019-108112,15-11-2019,20-11-2019,DK-12895,United States,Miramar,Florida,33023,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,3
4076,CA-2019-108112,15-11-2019,20-11-2019,DK-12895,United States,Miramar,Florida,33023,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136,3
4077,CA-2017-100685,19-12-2017,21-12-2017,SM-20950,United States,Omaha,Nebraska,68104,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,1
4078,CA-2017-100685,19-12-2017,21-12-2017,SM-20950,United States,Omaha,Nebraska,68104,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,5.04,4
4079,CA-2017-100685,19-12-2017,21-12-2017,SM-20950,United States,Omaha,Nebraska,68104,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3
4080,CA-2017-165414,21-12-2017,24-12-2017,LS-17245,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,4
4081,CA-2018-140417,25-09-2018,29-09-2018,KE-16420,United States,Tigard,Oregon,97224,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048,10
4082,CA-2018-140417,25-09-2018,29-09-2018,KE-16420,United States,Tigard,Oregon,97224,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022,2
4083,US-2019-151316,24-06-2019,30-06-2019,MC-17635,United States,Decatur,Illinois,62521,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3
4084,US-2019-151316,24-06-2019,30-06-2019,MC-17635,United States,Decatur,Illinois,62521,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,4
4085,CA-2019-163692,07-09-2019,09-09-2019,Dp-13240,United States,Phoenix,Arizona,85023,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857,4
4086,CA-2018-111913,04-08-2018,06-08-2018,LC-16930,United States,Sacramento,California,95823,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2
4087,CA-2018-111913,04-08-2018,06-08-2018,LC-16930,United States,Sacramento,California,95823,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3
4088,CA-2018-111913,04-08-2018,06-08-2018,LC-16930,United States,Sacramento,California,95823,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3
4089,US-2016-156559,19-08-2016,26-08-2016,LH-16900,United States,Jonesboro,Arkansas,72401,South,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638.82,9
4090,CA-2018-161473,01-04-2018,05-04-2018,TB-21175,United States,New York City,New York,10035,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,1
4091,CA-2018-161473,01-04-2018,05-04-2018,TB-21175,United States,New York City,New York,10035,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3
4092,CA-2018-161473,01-04-2018,05-04-2018,TB-21175,United States,New York City,New York,10035,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,4
4093,CA-2019-166576,16-05-2019,18-05-2019,JM-15865,United States,Akron,Ohio,44312,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,1
4094,CA-2017-102491,24-08-2017,28-08-2017,KW-16435,United States,Florence,Kentucky,41042,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080,6
4095,CA-2017-102491,24-08-2017,28-08-2017,KW-16435,United States,Florence,Kentucky,41042,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96,4
4096,CA-2017-102491,24-08-2017,28-08-2017,KW-16435,United States,Florence,Kentucky,41042,South,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3
4097,CA-2016-116904,23-09-2016,28-09-2016,SC-20095,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,32.4,5
4098,CA-2016-116904,23-09-2016,28-09-2016,SC-20095,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9,7
4099,CA-2016-116904,23-09-2016,28-09-2016,SC-20095,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5
4100,CA-2016-116904,23-09-2016,28-09-2016,SC-20095,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,12.94,2
4101,US-2019-102288,19-06-2019,23-06-2019,ZC-21910,United States,Houston,Texas,77095,Central,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264,1
4102,US-2019-102288,19-06-2019,23-06-2019,ZC-21910,United States,Houston,Texas,77095,Central,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.444,2
4103,US-2019-102288,19-06-2019,23-06-2019,ZC-21910,United States,Houston,Texas,77095,Central,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,146.176,10
4104,CA-2019-137456,21-12-2019,21-12-2019,RB-19465,United States,Fremont,Nebraska,68025,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,15.92,2
4105,US-2019-155999,07-08-2019,13-08-2019,JK-15370,United States,San Diego,California,92105,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,7
4106,US-2019-155999,07-08-2019,13-08-2019,JK-15370,United States,San Diego,California,92105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,1
4107,US-2018-148334,22-08-2018,26-08-2018,DD-13570,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,1
4108,CA-2017-105599,07-09-2017,07-09-2017,MC-17275,United States,New York City,New York,10011,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2
4109,CA-2017-105599,07-09-2017,07-09-2017,MC-17275,United States,New York City,New York,10011,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3
4110,CA-2017-153717,25-12-2017,01-01-2018,DL-13495,United States,Detroit,Michigan,48227,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,1
4111,CA-2017-153717,25-12-2017,01-01-2018,DL-13495,United States,Detroit,Michigan,48227,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,160.98,1
